uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,geom
19366,,,ChaRosa Foundation Corporation,,,P.O. Box 110279,Cambria Heights,Queens,4,11411,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,"Multi-Discipline, Non-Perform",,,,,,,,Non-public,ChaRosa Foundation Corporation,Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
73629,,NYSOMH: 209099-7720-631,(S2) ICL SH/Kings/CAP Scattersite - Comm.Svcs,,,,Brooklyn,Brooklyn,3,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Institute for Community Living Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
24493,,,"Riverroad Waste Solutions, Inc.",125,Half Mile Road,125 Half Mile Road,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Riverroad Waste Solutions, Inc.",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000973928DA278652C09D56E204762B4440
67807,,,Northern Manhattan Arts Alliance,,,Workspace,New York,Manhattan,1,10034,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,"Multi-Discipl, Perf & Non-Perf",,,,,,,,Non-public,Northern Manhattan Arts Alliance,Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
59244,,NYCHHS: 363,Bronx Borough Office,1200,Water Place,1200 Water Place,Bronx,Bronx,,10467,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Services and Welfare,"Preventative Care, Evaluation Services, and Respite",Mental Health Evaluation Services,,,,,,,,Non-public,"Montego Medical Consulting, Pc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-07-26,hhs_facilities_proposals,,
24282,,,Society for the Preservation and Encouragement of Barber Shop Quartet,,,Po Box 522,New York,Manhattan,1,10276,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Music,,,,,,,,Non-public,Society for the Preservation and Encouragement of Barber Shop Quartet,Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
67055,,NYCDCA: 1469556-DCA,"Propark America New York, LLC",2500,Fdr Dr Frnt 1,2500 Fdr Dr Frnt 1,New York,Manhattan,1,10010,,,,,,,,,,,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Commercial Garage,NYCDCA: 735,,NYCDCA: Parking Spaces,,,,,Non-public,"Propark America New York, LLC",Non-public,NYCDCA: City,NYC Department of Consumer Affairs,NYCDCA,NYCDCA,NYCDCA: Legally Operating Businesses,NYCDCA: https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,NYCDCA: 2017-05-05,dca_facilities_operatingbusinesses,,0101000020E610000034F6CEDE406153C0859E88A4620E4440
63434,,NYCDCA: 1269177-DCA,Quik Park Broadway Garage LLC,225,West   56 Street,225 West   56 Street,New York,Manhattan,1,10019,,,,,,,,,,,Core Infrastructure and Transportation,Transportation,Parking Lots and Garages,Commercial Garage,NYCDCA: 146,,NYCDCA: Parking Spaces,,,,,Non-public,Quik Park Broadway Garage LLC,Non-public,NYCDCA: City,NYC Department of Consumer Affairs,NYCDCA,NYCDCA,NYCDCA: Legally Operating Businesses,NYCDCA: https://data.cityofnewyork.us/Business/Legally-Operating-Businesses/w7w3-xahh,NYCDCA: 2017-05-05,dca_facilities_operatingbusinesses,,0101000020E610000034F6CEDE406153C0859E88A4620E4440
16773,,,Ralph Cantone,198,Powell Avenue,198 Powell Avenue,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Ralph Cantone,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000009859F9EC024C52C0180A9188D5654440
22883,,,Great Bay Contracting Inc.,41,A Deynon Blvd.,41 A Deynon Blvd.,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Great Bay Contracting Inc.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E610000034E89023D85052C008B591E0825E4440
21286,,NYCDYCD: 30446,Queens High School For Language Studies,35-01,Union Street,35-01 Union Street,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Neighborhood Development Area Program,,,,,,,,Non-public,Chinese American Planning Council,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
74123,,NYSOMH: 629099-8215-632,Project Hospitality/Family Supported Housing - Comm. Svcs,,,,Staten Island,Staten Island,5,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Project Hospitality Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
22676,,NYCDYCD: 50404,Young Womens Leadership School Of Queens,150-91,87th Rd,150-91 87th Rd,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Generation Citizen, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
24055,,,"Youth Orchestra, CYCNY",175,Willoughby St. $2a,175 Willoughby St. $2a,Brooklyn,Queens,4,11201,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Music,,,,,,,,Non-public,"Youth Orchestra, CYCNY",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
74053,,NYSOMH: 337099-7573-007,I Can' Community Residence,,,,,Queens,4,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,SCO Family of Services,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
66749,,NYSOMH: 999999-8822-003,Soundview,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Odyssey House Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
73618,,NYSOMH: 157099-6110-631,Fountain House Supported Housing/Kings - Comm. Svcs,,,,Brooklyn,Brooklyn,3,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Fountain House Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
75593,,NYCHHS: CT106920150001352,"Selfhelp Community Services, Inc.",,,,,,,,,,,,,,,,,,Health and Human Services,Human Services,Programs for People with Disabilities,Adult Protective Services,,,,,,,,Non-public,"Selfhelp Community Services, Inc.",Non-public,NYCHRA/DSS: City,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
22926,,,Approved Storage And Waste Hauling,110,Edison Avenue,110 Edison Avenue,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Approved Storage And Waste Hauling,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E610000014B87071BB7452C0FD95B9F160724440
30135,,,"Motherhood Foundation, Inc.",401,E 84th,401 E 84th,New York,Manhattan,1,10028,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Museums,Museum,,,,,,,,Non-public,"Motherhood Foundation, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
15926,,,International Environmental Management Inc,11625,Rainwater Drive Suite 200,11625 Rainwater Drive Suite 200,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,International Environmental Management Inc,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000003C7ED553811255C0788D995E1B084140
73921,,NYSOMH: 905099-0005-437,Aurora House,,,,,Queens,4,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Creedmoor PSychiatric Center,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
73750,,NYSOMH: 287099-6585-002,Beth Israel Medical Center CPEP,,,First Avenue At 16th Street,New York,Manhattan,1,10003,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Emergency Mental Health,,,,,,,,Non-public,Beth Israel Medical Center,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
16678,,,"Triumvirate Environmental, Inc.",61,Inner Belt Road,61 Inner Belt Road,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Triumvirate Environmental, Inc.",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000E0547DDF2CC551C050A3A5874E304540
73864,,NYSOMH: 046099-6142-647,Bridge SH/Manhattan Nursing Home - Comm. Svcs,,,,New York,Manhattan,1,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,The Bridge Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
75725,,"NYCHHS: 20150003045,20150003272",The Children's Aid Society,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Literacy Program,,,,,,,,Non-public,The Children's Aid Society,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
60379,,NYCHHS: 4214,J.H.S. 080 The Mosholu Parkway,149,East Mosholu Pkwy,149 East Mosholu Pkwy,Bronx,Bronx,,10467,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Aspira Of New York,Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-07-26,hhs_facilities_proposals,,
73346,,NYSOMH: 300099-6275-434,PIBLY Kizzy House,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,PIBLY Residential Programs Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
3137,,,Astoria Performing Arts Center,,,Kaufman Astoria Studios,Astoria,Queens,4,11106,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Theater,,,,,,,,Non-public,Astoria Performing Arts Center,Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
73516,,NYSOMH: 001220-8298-001,Praxis White Plains Road SP/SRO,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Praxis Housing Initiatives Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
75862,,NYCHHS: CT126020160002662,"Mercy Center, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Mercy Center, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
75652,,"NYCHHS: 20151402668,20151402676,20151403079,20151403080",United Activities Unlimited Uau,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,United Activities Unlimited Uau,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
16790,,,Rolando Landscape,117,Jefferson Street,117 Jefferson Street,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Rolando Landscape,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000587BD568996F52C0A8557D33094F4440
29312,,,"Haven of Hope Foundation, Inc.",,,P.O. Box 1576,Bronx,Bronx,2,10451,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,"Multi-Discipl, Perf & Non-Perf",,,,,,,,Non-public,"Haven of Hope Foundation, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
16323,,NYCDYCD: 32431,York Early College,108-35,167 STREET,108-35 167 STREET,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,"Youth Centers, Literacy Programs, Job Training, and Immigrant Services",Youth Program,,,,,,,,Non-public,"Generation Citizen, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCDYCD,NYCDYCD: DYCD Other Program Locations,,NYCDYCD: 2016-12-19,dycd_facilities_otherprograms,,
29279,,,East New York Medicaid Office,2094,Pitkin,2094 Pitkin Ave. (Basement),Brooklyn,Brooklyn,3,11207,,,,,,,,,,,Health and Human Services,Human Services,Financial Assistance and Social Services,Medicaid Offices,,,,,,,,Public,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS: City,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS,NYCHRA/DSS: HRA Locations,NYCHRA/DSS: https://www1.nyc.gov/site/hra/locations/locations.page,NYCHRA/DSS: 2017-02-27,hra_facilities_centers,,
3002,,,"Congress for Jewish Culture, Inc.",,,Po Box 1590,New York,Manhattan,1,10159,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,"Multi-Discipl, Perf & Non-Perf",,,,,,,,Non-public,"Congress for Jewish Culture, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
73846,,NYSOMH: 528099-6179-635,Project Renewal Supp HSing/PSTP Graduate Forensic-Comm Svcs.,,,,New York,Manhattan,1,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Project Renewal Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
74117,,NYSOMH: 075099-6975-437,Beacon of Hope House Treatment Apartments,,,,Staten Island,Staten Island,5,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Catholic Charities Commun Serv/Archdiocese NY,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
